Id,Label,timeset,Clustering Coefficient,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,componentnumber,modularity_class
Bank,,,0.333333,14,0.131653,0.139718,151.93341,2,3,5,0,13
Okhla Ph-I,,,0.333333,14,0.143952,0.154351,1826.534019,2,1,3,0,13
ESI Hospital Okhla,,,0.142857,13,0.168052,0.185328,12076.379712,4,5,9,0,13
Central Work Shop II Tehkhand,,,0.2,13,0.164151,0.179709,5010.128138,5,4,9,0,13
Okhla Depot IV CWS II,,,0,14,0.141016,0.149913,0,1,1,2,0,13
Khel Gaon,,,0,13,0.172718,0.192614,8988.723989,2,3,5,0,14
Begampur (Malviya Nagar),,,0.095238,14,0.161109,0.179078,13409.00347,3,4,7,0,13
Police Training School,,,0.109091,14,0.17094,0.193096,59223.489747,7,9,16,0,13
D Block Okhla Industrial Area Ph-II,,,0.166667,13,0.159056,0.173992,449.204051,3,1,4,0,13
Hindustan Steel,,,0.333333,13,0.161262,0.174861,1086.511304,2,2,4,0,13
Jaitpur Village,,,0,16,0.123228,0.130029,0,1,0,1,0,12
Karkardooma Xing,,,0,14,0.13027,0.139455,116.107977,1,1,2,0,8
New Rajdhani Enclave,,,0,14,0.129508,0.139139,1398.889056,3,1,4,0,8
Preet Vihar,,,0,15,0.115177,0.122122,6.166667,1,1,2,0,8
Nirman Vihar,,,0,15,0.12469,0.132958,537.404022,1,1,2,0,8
Shakarpur Crossing,,,0,14,0.142343,0.154501,2388.237355,1,1,2,0,8
Laxmi Nagar,,,0.666667,14,0.155596,0.170848,64.349423,1,2,3,0,8
Gagan Vihar,,,0,14,0.13027,0.139455,116.107977,1,1,2,0,8
Lodhi Colony 18-Block,,,0.666667,15,0.147245,0.161471,7.361788,2,1,3,0,14
Siri Fort Road,,,0.083333,13,0.168784,0.188665,12614.629087,5,7,12,0,14
Sheikh Sarai,,,0,14,0.15325,0.16749,834.830415,1,1,2,0,14
Sheikh Sarai Ph-II,,,0.045455,13,0.162063,0.182277,16614.349817,9,10,19,0,13
Devli Village,,,0,14,0.140952,0.152893,0,1,0,1,0,13
Central School (South Delhi),,,0.4,13,0.17721,0.198088,3004.538781,5,5,10,0,13
Lady Shri Ram College,,,0,14,0.150571,0.162563,8.542857,1,1,2,0,13
Kailash Colony,,,0,14,0.156408,0.16987,180.162024,1,1,2,0,13
Nehru Place,,,0.333333,13,0.162972,0.17791,2101.85789,1,2,3,0,13
Nehru Place Apartments,,,0,13,0.141294,0.151087,443.21661,1,1,2,0,13
South Park Appartments CR Park,,,0,14,0.138661,0.14838,216.11216,1,1,2,0,13
Kalkaji D.B. College,,,0,14,0.156487,0.17261,7558.356717,2,3,5,0,13
Rampuri Gali No-13,,,0,15,0.135578,0.145996,1253.863629,1,1,2,0,13
Govindpuri Extn Gali No. 16,,,0.166667,15,0.125396,0.134686,705.305876,2,2,4,0,13
DDA Market Kalkaji,,,0.333333,14,0.137493,0.148037,1706.748823,1,2,3,0,13
Tara Apartment,,,0,14,0.138208,0.149809,4339.463537,4,2,6,0,13
Guru Ravi Das Ashram / Tughlaqabad Extension,,,0,15,0.121465,0.128969,26.869889,1,1,2,0,13
Jamia Hamdard Library,,,0,15,0.127809,0.135694,325.079284,1,1,2,0,13
Majeedia Hospital,,,0,14,0.146295,0.157799,2155.209396,1,1,2,0,13
DDA Flats Kalkaji,,,0.166667,15,0.123752,0.132963,91.05859,4,2,6,0,13
O.S. Communication,,,0.142857,13,0.16616,0.185318,11806.251821,6,5,11,0,13
Acharya Narender Dev College (Govindpuri),,,0,14,0.147842,0.159725,1334.684499,1,1,2,0,13
Govindpuri,,,0.1,14,0.131495,0.140982,3223.891699,3,2,5,0,13
Ram Puri Gali No 13,,,0.333333,15,0.118321,0.125947,65.984115,2,1,3,0,13
Pragati Maidan Gate No. 5,,,0,14,0.160041,0.174301,264.5073,1,1,2,0,0
Pragati Maidan Metro Station,,,0,13,0.164296,0.180471,200.412579,1,1,2,0,0
Express Building,,,1,13,0.169879,0.188484,0,1,1,2,0,8
Acharya Narendra Dev College Govindpuri,,,0,14,0.147842,0.159725,1334.684499,1,1,2,0,13
Tughlakabad Village,,,0.066667,12,0.174092,0.193382,39935.826181,5,5,10,0,13
Badarpur New M.B. Road,,,1,13,0.161206,0.17516,0,3,4,7,0,12
Police Station Tughlak Road,,,0.133333,14,0.170658,0.192116,8111.009791,4,5,9,0,14
Sunehri Masjid/ G Block,,,0,15,0.140187,0.150682,3.666667,1,1,2,0,14
Krishan Menon Marg,,,0,15,0.145997,0.159138,452.212489,1,2,3,0,14
Tughlaq Crescent,,,0,15,0.145997,0.159138,196.39513,2,1,3,0,14
Tehkhand Depot DTC,,,0.333333,13,0.154459,0.167514,3190.445828,2,2,4,0,13
Prem Nagar Mishra Chowk,,,0.071429,13,0.164079,0.181168,12610.43641,6,5,11,0,13
Lal Kuan,,,0,13,0.149795,0.161351,778.477528,2,2,4,0,13
Surajkund Crossing,,,0,13,0.159959,0.173387,1295.770552,2,2,4,0,12
Central School Lodhi Road,,,0,15,0.144657,0.1576,64.056873,1,1,2,0,14
J L Nehru Stadium,,,0,15,0.142191,0.154986,426.810675,4,2,6,0,14
Sewa Nagar Flyover,,,0,15,0.147913,0.160727,413.839956,2,2,4,0,14
PT College Kotla,,,0.333333,13,0.170548,0.188639,560.881987,3,3,6,0,14
Jasola Vihar,,,0,15,0.136324,0.144918,0,1,0,1,0,12
Scindia House,,,0,14,0.165672,0.185516,2472.166384,5,4,9,0,14
Ravindra Nagar,,,0.166667,15,0.155142,0.171636,355.490848,2,2,4,0,14
Kalka Ji DDA Flats Extn.,,,0.1,13,0.160969,0.177321,5084.067618,3,2,5,0,13
Punjabi Bagh Club,,,0.1,14,0.17852,0.199396,18716.999783,5,3,8,0,7
Atta Chowk / Botanical Garden Metro Station,,,0.166667,15,0.125295,0.13487,2438.853034,2,2,4,0,9
Noida Sector 37 Film City,,,0,14,0.127075,0.134885,683.400274,1,1,2,0,9
Ali Village X-ing,,,0,15,0.142605,0.152758,259.464122,1,1,2,0,12
Chitranjan Park (C.R. Park),,,0.2,13,0.148302,0.162443,1008.410962,2,3,5,0,13
Greater Kailash Part-II,,,0.333333,14,0.135697,0.146846,532.723718,2,1,3,0,13
Statesman House,,,0,14,0.164602,0.179201,585.076989,1,1,2,0,10
Modern School,,,0,13,0.181446,0.203068,16904.731981,4,3,7,0,10
Tilak Bridge,,,0.666667,13,0.175936,0.19501,311.159341,4,3,7,0,0
Govindpuri Gali No 5,,,1,15,0.116315,0.122808,0,1,1,2,0,13
Sapna Cinema,,,0,13,0.169801,0.186451,3479.528907,1,1,2,0,13
Ambedkar Nagar Sector 5,,,0,13,0.150412,0.164035,798.261672,2,0,2,0,13
I.I.T. Gate,,,0.106061,13,0.18205,0.208764,46509.256322,7,8,15,0,13
I.I.T. Hostel,,,0.178571,13,0.171082,0.191593,10020.384698,5,5,10,0,13
Swami Nagar,,,0.111111,14,0.160511,0.179981,9522.856237,5,5,10,0,13
West Enclave,,,0.333333,14,0.159876,0.17645,2440.194314,3,4,7,0,7
J.N.U.,,,0,14,0.167477,0.184277,2762.333879,2,3,5,0,13
Khirki Village,,,0.238095,14,0.154114,0.171383,10122.126959,5,4,9,0,13
ESI Hospital New Delhi,,,0,14,0.163732,0.181251,12358.629798,3,3,6,0,10
Rajdhani College / Raja Garden,,,0,15,0.142376,0.153611,514.725337,2,2,4,0,10
Rajouri Garden Market,,,0,15,0.147385,0.159218,587.463336,2,2,4,0,10
Naraina Vihar,,,0.3,14,0.161894,0.179439,6686.052218,4,4,8,0,10
COD Ring Road,,,1,15,0.142354,0.153656,0,1,1,2,0,10
Garrison Engg.,,,1,15,0.140952,0.152552,0,1,1,2,0,10
Satya Niketan Dhaula Kuan,,,0,15,0.141102,0.153775,2016.809741,3,2,5,0,10
Moti bagh Gurudwara Nanakpura,,,0,15,0.14025,0.153527,304.191778,1,1,2,0,10
R. K. Puram Sec-12,,,0,15,0.14025,0.153527,1558.822703,1,1,2,0,10
Sangam Cinema,,,0,16,0.123057,0.131842,42.85379,1,1,2,0,10
RK Puram Sec-10,,,0,15,0.132696,0.141804,341.031087,1,1,2,0,10
Mohan Singh Market,,,0.166667,14,0.152935,0.167461,2487.067808,2,2,4,0,10
R K Puram Sec-1,,,1,14,0.152898,0.166834,0,1,1,2,0,10
R K Puram Nab,,,0.333333,14,0.152948,0.167371,996.690853,3,2,5,0,10
Munirka,,,0.25,14,0.162715,0.180423,6975.641439,4,7,11,0,10
Munirka Family Planning,,,0.333333,14,0.144601,0.15616,429.701116,2,1,3,0,10
Munirka DDA Flat,,,0,15,0.137543,0.147548,20.176657,1,1,2,0,10
ISTM,,,0,14,0.155988,0.171856,1761.490919,2,2,4,0,13
Jia Sarai,,,1,14,0.157267,0.172371,0,1,1,2,0,13
Bhavishya Nidhi Enclave,,,0,14,0.144141,0.156978,78.248967,1,1,2,0,13
Malviya Nagar,,,0,15,0.138879,0.149696,5058.00834,1,1,2,0,13
Aurobindo College,,,0,16,0.122063,0.129666,3213.00834,1,1,2,0,13
Geetanjali Enclave,,,0,17,0.108893,0.11493,1370.90834,1,1,2,0,13
PNB Geetanjali,,,0,18,0.099253,0.105141,559.553409,2,2,4,0,13
Saket A Block (Malviya Nagar Metro Station),,,0,17,0.105664,0.11171,506.12234,1,1,2,0,13
Press Enclave,,,0,16,0.118035,0.125978,4706.74468,2,2,4,0,13
Max Hospital Hauzrani,,,0.333333,15,0.133688,0.144681,6551.24468,2,2,4,0,13
Hauzrani,,,0.333333,14,0.147795,0.161905,3568.023827,2,2,4,0,13
PSRI,,,1,15,0.133554,0.143758,0,1,1,2,0,13
Vocational College,,,0.666667,14,0.142857,0.155905,327.265008,2,2,4,0,13
Pushpa Bhawan,,,0,14,0.139493,0.150889,155.822972,2,2,4,0,13
Pushp Vihar,,,0,14,0.140973,0.153252,236.981394,2,2,4,0,13
Khanpur Extension / Devli Xing,,,0,15,0.132498,0.142137,194.532174,2,2,4,0,13
Vayu Sena Bad (Tigri),,,0,15,0.130737,0.139063,277.913818,2,2,4,0,13
Batra Hospital / Satya Narayan Mandir,,,0,15,0.132102,0.139767,473.903289,1,1,2,0,13
Aradhana Enclave,,,0,15,0.14024,0.153482,784.685213,1,1,2,0,10
RK Puram Sec-13,,,0,15,0.12809,0.137515,1,1,1,2,0,10
Hyatt Hotel,,,0,14,0.142715,0.15533,1073.314787,1,1,2,0,10
Central School Lodhi Colony,,,0.166667,15,0.147748,0.161719,162.458196,2,2,4,0,14
Krishi Vihar,,,0,14,0.144444,0.15574,155.084577,1,1,2,0,14
Chirag Delhi,,,0,14,0.143663,0.157102,273.421761,2,2,4,0,13
Savitri Nagar,,,0,14,0.140261,0.152736,112.175619,1,1,2,0,13
C R Park Market II,,,0,15,0.135322,0.144725,0,1,0,1,0,13
Scindia House / Kailash Bhawan,,,0,14,0.154948,0.16765,1352.898085,1,1,2,0,14
Max Mueller Bhawan,,,0,15,0.136524,0.145933,62.470911,1,1,2,0,14
Bhartiya Vidya Bhawan,,,0,15,0.146815,0.159607,692.960387,2,2,4,0,14
Jait Pur Extn. (Ishlam Pur),,,0,16,0.123228,0.130029,0,1,0,1,0,12
Jait Pur Extn. Part-II H-Block,,,0,15,0.136074,0.144454,1859,1,1,2,0,12
Jait Pur Extn. Part-II,,,0,16,0.119784,0.125297,0,1,0,1,0,12
Okhla Enclave,,,0,15,0.131626,0.139472,0,0,1,1,0,12
Safdarjung Terminal,,,0.5,13,0.158217,0.174527,369.696724,1,5,6,0,14
Police Station Sarojini Nagar,,,0.5,14,0.155065,0.171535,108.429263,2,2,4,0,14
Gautam Puri,,,0,14,0.148895,0.160837,0,1,0,1,0,12
Inder Puri JJ Colony,,,0.666667,14,0.157028,0.171237,1248.949573,4,3,7,0,10
Badarpur Old M.B. Road,,,0,13,0.16418,0.178473,2907.856502,1,1,2,0,12
Shreshtha Vihar,,,1,13,0.145665,0.15711,0,1,1,2,0,8
Yamuna Sports Complex,,,0,14,0.135826,0.145414,2603.453342,1,1,2,0,8
Ram Vihar,,,0,15,0.11963,0.126329,749.453342,1,1,2,0,8
Surya Niketan,,,0,16,0.111826,0.117704,3,1,1,2,0,8
Jagriti Enclave,,,0,16,0.122151,0.129911,1110.546658,1,1,2,0,8
Saini Enclave,,,0,15,0.139086,0.150412,2964.546658,1,1,2,0,8
Karkardooma Crossing,,,0,13,0.148645,0.162475,3121.435591,2,1,3,0,8
Laxmi Nagar / Shakarpur Crossing,,,0.333333,14,0.153706,0.16785,1249.041893,2,1,3,0,8
Shakarpur School Block,,,0,15,0.136114,0.146053,1.333333,1,1,2,0,8
Ganesh Nagar,,,0,14,0.149254,0.162266,609.291441,1,1,2,0,8
Samaspur Jagir Village,,,0,14,0.153364,0.168517,13321.606735,3,2,5,0,8
Akshardham Temple / Pusta Crossing,,,0.333333,14,0.136855,0.147431,373.879195,1,2,3,0,8
Khel Gaon CWG Village,,,0.333333,14,0.14343,0.155839,512.66865,2,2,4,0,8
Bala Sahib Gurudwara,,,1,14,0.164209,0.179494,0,2,2,4,0,14
Inder Puri (Krishi Kunj),,,1,14,0.148586,0.161231,0,4,3,7,0,10
Bentax,,,0,14,0.145086,0.157425,830.591484,1,1,2,0,10
Naraina Depot,,,0.166667,15,0.128773,0.138149,382.46938,3,2,5,0,10
Pandav Nagar,,,1,16,0.121807,0.129324,0,2,2,4,0,10
Shadipur Colony,,,0.3,15,0.138661,0.150166,2052.483698,3,3,6,0,2
Panchkuian Road / Mandir Marg,,,0.333333,13,0.16273,0.17885,138.718763,1,2,3,0,2
Baroda House / India Gate,,,0,14,0.164791,0.181586,364.62181,1,1,2,0,0
Savitri Cinema,,,0.095238,13,0.153656,0.169626,4795.52756,3,4,7,0,13
Noida Sector 44 Block,,,0,15,0.12469,0.133197,2339.260724,1,1,2,0,9
Mahamaya Balika Inter College Sector 44,,,0,15,0.114187,0.12045,1018.927175,1,1,2,0,9
Bhangel Village,,,0,16,0.114166,0.120097,999.252761,1,1,2,0,9
Noida Sector 22 H-Block,,,0,15,0.121632,0.128995,2498.566989,1,1,2,0,11
Police Post Sector 60,,,0,16,0.111237,0.117019,1161.644032,1,1,2,0,11
Botanical Garden Metro Station / Film City,,,0,15,0.124765,0.133419,335.880683,1,1,2,0,9
Saket Market M-Block / Hauzrani (G.M. Modi Hospital),,,0.066667,14,0.150583,0.165647,6641.340937,3,4,7,0,13
Saket,,,0,15,0.130885,0.139747,0,1,0,1,0,13
Pushp Vihar Sector 1 Market,,,0,15,0.133929,0.144404,34.746678,1,1,2,0,13
Saket J-Block,,,0,14,0.145403,0.159673,1930.756581,3,2,5,0,13
Malviya Nagar F-Block,,,0,14,0.146422,0.158722,107.598084,2,0,2,0,13
National Museum,,,0.047619,14,0.17146,0.192998,6462.791186,5,2,7,0,14
Lado Sarai X-ing,,,0,15,0.149927,0.163145,4174.293897,2,2,4,0,13
Andheria More,,,0.035714,14,0.144939,0.159195,27038.322258,7,7,14,0,13
Chhatarpur Extn.,,,0,15,0.12672,0.135643,6482,2,2,4,0,13
Satbari,,,0,16,0.11257,0.119465,11124.5,2,3,5,0,13
Fatehpur Beri,,,0,17,0.101241,0.106843,9279,2,3,5,0,13
Dera More,,,0,18,0.091965,0.09658,5573,2,3,5,0,13
Jheer Khore Temple,,,0,19,0.084224,0.087388,0,1,0,1,0,13
Poorvanchal Hostel,,,0,16,0.122805,0.129487,0,1,1,2,0,10
Godavari Hostel,,,0.333333,15,0.139986,0.150577,1859,3,2,5,0,10
R.L.A. College,,,0.333333,14,0.153935,0.169686,553.541451,2,2,4,0,10
S.M. Temple,,,0.266667,13,0.173799,0.196459,16468.980466,6,5,11,0,10
ARSD College / Dhaula Kuan,,,0,16,0.123662,0.131515,0,0,1,1,0,10
R.K. Puram Sector 8,,,0.238095,13,0.16977,0.190948,9135.327383,4,6,10,0,18
R K Puram Sec-5,,,1,14,0.152147,0.165386,0,2,2,4,0,10
IIT Gate (Aurobindo Marg),,,0,14,0.154076,0.168679,1854.335714,1,1,2,0,13
Padmani Enclave,,,0,15,0.133573,0.143077,2,1,1,2,0,13
Hauz Khas,,,0,15,0.13364,0.143564,91.483583,2,2,4,0,13
Green Park,,,0,15,0.13363,0.143441,135.063948,2,2,4,0,13
Yusuf Sarai,,,0.333333,14,0.154139,0.169446,1902.244651,2,2,4,0,14
Bhatti Mines,,,0,20,0.077691,0.080244,0,1,1,2,0,13
Check Post (Bhatti Mines),,,0,19,0.084232,0.087747,1859,2,2,4,0,13
Chhatarpur,,,0,15,0.12672,0.135643,6482,1,1,2,0,13
Neb Sarai,,,0,15,0.130903,0.140105,1859,1,1,2,0,13
Maidan Garhi,,,0,16,0.115758,0.121782,0,1,0,1,0,13
Panchsheel Enclave,,,0,13,0.160207,0.178028,2496.146415,2,3,5,0,13
Qutub Enclave (New Delhi),,,0.066667,14,0.159492,0.177152,4894.303441,4,4,8,0,13
Maa Anand Mayee Marg,,,0.333333,13,0.145768,0.156887,849.448984,2,1,3,0,13
Ambedkar Nagar Sector 4 (Virat Cinema),,,1,14,0.147455,0.161538,0,2,0,2,0,13
Sarojini Nagar Depot,,,0.066667,13,0.15819,0.176814,3699.176027,4,5,9,0,10
Qutub Minar Metro Station,,,0.047619,14,0.152734,0.168935,24498.76214,5,4,9,0,13
Dera Village,,,0,18,0.091938,0.095729,0,1,0,1,0,13
Sultanpur,,,0,15,0.129879,0.139589,5836.621222,1,2,3,0,13
Ghitorni,,,0,14,0.142343,0.152174,2947.130163,1,1,2,0,13
Air Force Station Mehrauli,,,0.1,13,0.163804,0.178911,8630.070076,4,4,8,0,13
Aya Nagar,,,0,13,0.165775,0.180004,4291.557786,3,2,5,0,13
Shastri Bazar,,,0.066667,13,0.162219,0.178686,18691.060803,4,6,10,0,16
More Line,,,0.190476,12,0.176253,0.19523,28270.100665,3,4,7,0,16
Sadar Bazar Delhi Cantt,,,0.166667,13,0.166846,0.182997,7781.705554,2,2,4,0,16
Kirby Place,,,0.051282,13,0.167161,0.186368,24948.165776,8,10,18,0,16
Lajwanti Garden,,,0.111111,13,0.171888,0.192583,19054.410909,4,8,12,0,16
Uttam Nagar Terminal,,,0.116667,12,0.183035,0.209193,73241.266618,10,12,22,0,16
Gadaipur,,,0,16,0.114985,0.121622,3716,1,1,2,0,13
Pahari Temple,,,0,17,0.103144,0.108016,1859,1,1,2,0,13
Mandi Village,,,0,18,0.093505,0.096974,0,1,0,1,0,13
National Archives,,,0,15,0.146422,0.158806,1267.92445,1,1,2,0,14
Windsor Place,,,0,16,0.127765,0.135982,18.106761,1,1,2,0,14
Eastern Court,,,0,15,0.141144,0.15075,607.182312,1,1,2,0,14
Indian Oil Bhawan,,,0,14,0.164267,0.179714,2446.07555,1,1,2,0,14
NPL Colony,,,0,14,0.146526,0.159265,95.429576,1,1,2,0,2
Janak Vihar,,,0,14,0.146537,0.159202,3190.506154,2,2,4,0,2
Pusa Quarters,,,0,15,0.127888,0.136345,1339.572821,2,2,4,0,2
NASC Dasghara,,,0,16,0.115284,0.121754,66.870432,2,2,4,0,2
Todapur Village,,,0,16,0.119653,0.126525,585.797611,3,3,6,0,2
Monitoring and Receiving Station,,,0,15,0.135826,0.145054,1187.246923,1,1,2,0,2
Raghubir Nagar,,,0,14,0.161824,0.176853,1175.302034,1,1,2,0,7
Road No. 29/30 X-ing,,,0,15,0.151849,0.165151,1327.35695,3,1,4,0,7
Paschim Vihar Water Tank,,,0,16,0.145791,0.160133,4447.478133,2,2,4,0,7
Guru Hari Kishan Nagar,,,0,17,0.127267,0.13634,1859,1,1,2,0,7
Nangloi Syed,,,0,18,0.112905,0.118951,0,1,0,1,0,7
Gazipur Depot,,,0.142857,14,0.13829,0.150562,2518.99069,3,4,7,0,8
Tata Motors,,,1,14,0.128409,0.137415,0,1,1,2,0,8
Hasanpur Village,,,0.166667,13,0.144668,0.157907,2497.421871,3,1,4,0,8
Ashirwad Apartment,,,0,13,0.144612,0.157459,6976.050884,2,2,4,0,8
Mithla Apartment Chandar Vihar,,,0.333333,14,0.126427,0.135261,1877.043082,1,2,3,0,8
Prince Apartment,,,0.166667,15,0.119384,0.127575,885.714144,3,2,5,0,8
Neethi Apartment,,,0.333333,14,0.13546,0.146532,2295.949116,2,3,5,0,8
Balco Apartments,,,0.095238,13,0.156526,0.173623,17223.658871,5,5,10,0,8
Vijaya Laxmi Apartment,,,0,14,0.13544,0.145914,2554.67809,2,2,4,0,8
Parivar Apartment,,,0,15,0.119606,0.127631,3306.745656,3,3,6,0,8
Ras Vihar Apartment (PS Madhu Vihar),,,0,16,0.10843,0.114557,123.436971,2,2,4,0,8
Saraswati Kunj,,,0,16,0.110248,0.116697,656.628286,3,2,5,0,8
Press Apartment,,,0,15,0.123555,0.131581,2306.643819,2,2,4,0,6
Dharma Apartment,,,0,14,0.151035,0.164983,6911.094144,2,2,4,0,8
Akhardham Temple,,,0,14,0.152547,0.166378,3733.905098,1,2,3,0,8
Taimur Nagar,,,0,14,0.169584,0.185739,2627.827086,1,1,2,0,4
Sukh Dev Vihar,,,0,14,0.154447,0.167342,323.231137,1,1,2,0,13
Pumposh Enclave,,,1,13,0.15869,0.172222,0,2,2,4,0,13
Saket A block(Malviya Nagar Metro Station),,,0,17,0.105664,0.11171,506.12234,1,1,2,0,13
PTS,,,0,18,0.09485,0.09968,33.900389,1,1,2,0,13
DDA Flats Lado Sarai,,,0,17,0.103184,0.108549,1349.74698,1,1,2,0,13
T.B. Hospital,,,0,16,0.114935,0.121641,3192.74698,1,1,2,0,13
Qutab Minar,,,0,15,0.129725,0.138955,5037.74698,1,1,2,0,13
Kishan Garh,,,0.1,13,0.152122,0.165976,21713.991762,3,4,7,0,13
Verma Farm (Vasant Kunj),,,0,13,0.150157,0.161794,3606.658919,2,2,4,0,18
Shiv Murti,,,0.178571,13,0.171003,0.188074,22554.306642,5,4,9,0,18
Samalkha X-ing,,,0.178571,13,0.162644,0.178694,29765.348627,5,5,10,0,18
Dwarka Sector 22/25,,,0.1,14,0.146699,0.158884,14722.458652,2,5,7,0,18
Dhool Siras,,,0.166667,15,0.128818,0.137912,2999.600234,2,2,4,0,18
Bamnoli,,,0.1,16,0.11532,0.123853,2672.429038,4,1,5,0,18
Chhawla Camp,,,0,16,0.111786,0.119963,2143.93426,1,1,2,0,18
Chhawla Village,,,0,15,0.11866,0.129879,20335.752056,3,3,6,0,18
Jhatikara More,,,0,14,0.131877,0.142607,7900.597926,1,2,3,0,18
Roshan Pura,,,0.066667,13,0.151072,0.165987,26995.402884,3,4,7,0,18
Najaf Garh,,,0.036364,12,0.176303,0.197892,108647.531977,7,7,14,0,18
Dichaon Kalan Village,,,0,13,0.153491,0.167471,11298.100041,2,4,6,0,17
Neelwal X-ing,,,0,14,0.139692,0.148745,2197.373881,2,2,4,0,17
Hiran Kudna Village,,,0,14,0.138827,0.147806,2182.141178,2,2,4,0,17
Vikas Sadan,,,1,13,0.149122,0.161539,0,1,1,2,0,14
Ayurvigyan Nagar,,,0,13,0.168356,0.185124,753.948187,1,1,2,0,14
Anandlok,,,0,14,0.146353,0.157853,4.715972,1,1,2,0,14
Kamla Nehru College,,,0,13,0.171397,0.190931,2961.354963,3,2,5,0,14
Jija Bai Udyogic Sansthan,,,0,14,0.148955,0.161297,20.041886,1,1,2,0,14
Shahpur Jat,,,0,14,0.153884,0.167331,66.434851,1,1,2,0,14
Sadhna Enclave,,,0.666667,14,0.146815,0.16073,263.917556,1,2,3,0,13
Chirag Dilli,,,0,15,0.138341,0.14965,201.300069,1,1,2,0,13
Masjid Moth,,,0,14,0.133219,0.142749,34.360248,1,1,2,0,13
Savitri Cinema (E Block Gurudwara),,,0,13,0.139661,0.150436,69.844882,1,1,2,0,13
Greater Kailash Part-II M-Block Market,,,0,14,0.156579,0.170739,4655.712626,2,1,3,0,13
GK-II / S-Block Don Basco School,,,0,15,0.135529,0.144625,1675.520492,1,1,2,0,13
Narmada Apartments,,,0,16,0.120866,0.127731,142.631596,1,1,2,0,13
Alaknanda Apartments,,,0,15,0.121481,0.12904,324.753962,1,1,2,0,13
Okhla Phase 1,,,0,14,0.143918,0.153948,854.466628,1,1,2,0,13
Indra Kalyan Vihar,,,0.333333,15,0.125914,0.13312,2.5,2,2,4,0,13
CRPF Camp Okhla,,,0,14,0.139107,0.149318,89.002059,1,1,2,0,13
Tughlaqabad Extn,,,0,14,0.138889,0.149302,708.401065,1,1,2,0,13
East Vinod Nagar,,,0,12,0.168037,0.184444,2322.770462,2,2,4,0,8
Noida X-ing,,,0,13,0.154549,0.166207,106.837253,1,1,2,0,8
NHW-24 Xing (Gazipur Xing),,,0.333333,16,0.109335,0.115865,418.134835,1,2,3,0,8
Khichdipur,,,1,17,0.105947,0.11163,0,2,1,3,0,8
East Vinod Nagar Depot,,,0.333333,16,0.117811,0.125292,2687.723463,2,2,4,0,8
Sanjay Lake Trilokpuri,,,0,15,0.133123,0.142835,4485.982211,1,1,2,0,8
South Extn Kotla Petrol Pump,,,0.666667,14,0.152372,0.166914,17.216396,2,2,4,0,14
Hyatt Hotel (GAIL),,,0.333333,13,0.150656,0.165376,535.813388,1,2,3,0,10
RK Puram Sec-12,,,0,14,0.143541,0.15723,79.871078,2,2,4,0,10
Moti Bagh Gurudawara Nanakpura,,,0,15,0.14024,0.153482,914.760066,1,1,2,0,10
Satya Niketan,,,0,16,0.127188,0.136913,1,1,1,2,0,10
ARSD College (Dhaula Kuan),,,0,15,0.141091,0.153506,943.239934,1,1,2,0,10
RR Hospital,,,1,14,0.148634,0.162059,0,1,1,2,0,18
Shankar Vihar/ National Highway 8,,,0,13,0.165554,0.181482,2080.972776,1,2,3,0,18
Rang Puri,,,0.2,13,0.15732,0.170824,1606.252704,2,3,5,0,18
Rajokari X-ing,,,0.333333,13,0.158056,0.171866,5055.998617,2,5,7,0,18
Samalkha Village,,,0.285714,12,0.170298,0.188182,32201.209426,5,2,7,0,18
Kapashera X-ing,,,0.190476,13,0.151023,0.164114,20393.960868,4,4,8,0,18
Kapashera Village,,,0.333333,14,0.131374,0.139791,10705.912681,2,2,4,0,18
Kapashera Border,,,1,14,0.1313,0.139313,0,2,1,3,0,18
Mahipal Pur Village,,,0,12,0.160774,0.176096,1729.11379,2,2,4,0,18
CWG Village / PWD Office,,,0.666667,14,0.143419,0.15557,434.529021,2,1,3,0,8
Safdarjung Enclave,,,0.107143,14,0.16526,0.185649,13478.058142,5,4,9,0,10
Dakshinpuri,,,0,13,0.150412,0.164035,798.261672,1,1,2,0,13
Padhmini Enclave,,,0,14,0.154088,0.168768,1808.419635,1,1,2,0,13
Kaya Maya Hospital,,,0,13,0.151849,0.163842,2173.697457,2,2,4,0,13
MB Road,,,0,14,0.136805,0.145598,104.265766,1,1,2,0,13
R.K. Puram Sector 6 X-ing,,,0,14,0.156552,0.17057,180.573757,1,1,2,0,10
C.P.W.D. Colony Vasant Vihar,,,0,14,0.163158,0.177326,1889.490179,3,2,5,0,10
Syndicate Bank,,,0,14,0.157841,0.172932,1935.827458,1,2,3,0,7
Road No. 29 &amp; 30,,,0,15,0.14059,0.151856,195.967666,1,1,2,0,7
Mangol Puri B-Block,,,0.155556,14,0.176689,0.197867,33268.143981,5,7,12,0,7
Mangol Puri S-Block,,,0.054545,14,0.167131,0.186319,20006.424534,5,6,11,0,7
Sultan Puri,,,0,14,0.150024,0.163838,4305.5638,2,2,4,0,7
Sultan Puri D-Block,,,0,15,0.143253,0.154489,1625.100011,2,1,3,0,7
Kirari Chowk,,,0,14,0.147913,0.15953,2587.361438,1,1,2,0,13
Kapashera More,,,0,15,0.116243,0.122201,8862.912681,1,1,2,0,18
